"","Player","POS","FPTS","RV","VOR"
"70","Ryan Nassib NYG","QB",4.5,292.41,-287.91
"71","Matt Moore MIA","QB",3.1,292.41,-289.31
"72","Matt Schaub ATL","QB",3.1,292.41,-289.31
"73","Luke McCown NO","QB",2.1,292.41,-290.31
"74","Brett Hundley GB","QB",1.6,292.41,-290.81
"75","Austin Davis CLE","QB",0.9,292.41,-291.51
"76","Jacoby Brissett NE","QB",0.8,292.41,-291.61
"77","Tyler Bray KC","QB",0.4,292.41,-292.01
"78","Bryce Petty NYJ","QB",0.4,292.41,-292.01
"79","Sean Renfree ATL","QB",0,292.41,-292.41
"80","Dylan Thompson LA","QB",0,292.41,-292.41
"81","Connor Cook OAK","QB",0,292.41,-292.41
"82","Cardale Jones BUF","QB",0,292.41,-292.41
"83","Jeff Driskel SF","QB",0,292.41,-292.41
"84","Matt Simms ATL","QB",0,292.41,-292.41
"85","Brandon Doughty MIA","QB",0,292.41,-292.41
"86","Kevin Hogan KC","QB",0,292.41,-292.41
"87","Nate Sudfeld WAS","QB",0,292.41,-292.41
"88","Jake Rudock DET","QB",0,292.41,-292.41
"89","Josh Johnson BAL","QB",0,292.41,-292.41
"90","Jimmy Clausen","QB",0,292.41,-292.41
"91","Matt Barkley ARI","QB",0,292.41,-292.41
"92","Joe Webb CAR","QB",0,292.41,-292.41
"93","Zac Dysert MIA","QB",0,292.41,-292.41
"94","Dan LeFevour","QB",0,292.41,-292.41
"95","Ryan Griffin HOU","QB",0,292.41,-292.41
"96","Logan Thomas NYG","QB",0,292.41,-292.41
"97","Christian Ponder SF","QB",0,292.41,-292.41
"98","Keith Wenning CIN","QB",0,292.41,-292.41
"99","Jerrod Johnson BAL","QB",0,292.41,-292.41
"100","Stephen Morris IND","QB",0,292.41,-292.41
"101","Matt Blanchard","QB",0,292.41,-292.41
"102","Garrett Grayson NO","QB",0,292.41,-292.41
"103","Sean Mannion LA","QB",0,292.41,-292.41
"104","Alex Tanney TEN","QB",0,292.41,-292.41
"105","Taylor Heinicke MIN","QB",0,292.41,-292.41
"106","Tom Savage HOU","QB",-0.1,292.41,-292.51
